index,target,source,flow
6044,40-99999,47-368,64
6045,40-99999,47-400,39
6046,40-99999,47-99999,49
6047,40-99999,48-12420,37
6048,40-99999,48-13140,27
6049,40-99999,48-204,35
6050,40-99999,48-206,34
6051,40-99999,48-238,47
6052,40-99999,48-288,444
6053,40-99999,48-29700,23
6054,40-99999,48-41700,165
6055,40-99999,48-99999,429
6056,40-99999,49-482,57
6057,40-99999,49-99999,24
6058,40-99999,50-99999,9
6059,40-99999,51-40060,14
6060,40-99999,51-545,12
6061,40-99999,51-99999,53
6062,40-99999,53-500,40
6063,40-99999,53-99999,39
6064,40-99999,54-99999,48
6065,40-99999,55-376,63
6066,40-99999,55-99999,151
6067,40-99999,56-99999,59
6068,41-440,09-408,31
6069,41-440,10-428,111
6070,41-440,11-47900,39
6071,41-440,25-148,21
6072,41-440,42-430,81
6073,41-440,42-99999,212
6074,41-440,45-16700,47
6075,41-440,45-273,54
6076,41-440,45-99999,99
6077,41-440,46-99999,48
6078,41-440,47-314,31
6079,41-440,47-368,60
6080,41-440,47-400,47
6081,41-440,47-99999,63
6082,41-440,48-12420,39
6083,41-440,48-13140,8
6084,41-440,48-204,9
6085,41-440,48-206,199
6086,41-440,48-238,41
6087,41-440,48-288,157
6088,41-440,48-29700,21
6089,41-440,48-41700,34
6090,41-440,48-99999,177
6091,41-440,49-482,499
6092,41-440,49-99999,80
6093,41-440,50-99999,52
6094,41-440,51-40060,33
6095,41-440,51-545,13
6096,41-440,51-99999,93
6097,41-440,53-99999,151
6098,41-440,54-99999,40
6099,41-440,55-376,121
6100,41-440,55-99999,268
6101,41-440,56-99999,85
6102,41-99999,09-408,47
6103,41-99999,10-428,55
6104,41-99999,11-47900,14
6105,41-99999,25-148,12
6106,41-99999,42-430,20
6107,41-99999,42-99999,48
6108,41-99999,45-16700,10
6109,41-99999,45-273,16
6110,41-99999,45-99999,22
6111,41-99999,46-99999,35
6112,41-99999,47-314,9
6113,41-99999,47-368,11
6114,41-99999,47-400,31
6115,41-99999,47-99999,49
6116,41-99999,48-12420,24
6117,41-99999,48-13140,1
6118,41-99999,48-206,129
6119,41-99999,48-238,17
6120,41-99999,48-288,92
6121,41-99999,48-29700,5
6122,41-99999,48-41700,17
6123,41-99999,48-99999,72
6124,41-99999,49-482,201
6125,41-99999,49-99999,99
6126,41-99999,50-99999,23
6127,41-99999,51-40060,10
6128,41-99999,51-545,19
6129,41-99999,51-99999,30
6130,41-99999,53-500,245
6131,41-99999,53-99999,280
6132,41-99999,54-99999,28
6133,41-99999,55-376,32
6134,41-99999,55-99999,133
6135,41-99999,56-99999,47
6136,42-430,25-148,48
6137,42-430,41-440,14
6138,42-430,45-16700,47
6139,42-430,45-273,136
6140,42-430,45-99999,143
6141,42-430,46-99999,39
6142,42-430,47-314,85
6143,42-430,47-368,67
6144,42-430,47-400,98
6145,42-430,47-99999,118
6146,42-430,48-12420,23
6147,42-430,48-13140,17
6148,42-430,48-204,13
6149,42-430,48-206,215
6150,42-430,48-238,43
6151,42-430,48-288,216
6152,42-430,48-29700,74
6153,42-430,48-41700,41
6154,42-430,48-99999,275
6155,42-430,49-482,62
6156,42-430,49-99999,3
6157,42-430,50-99999,58
6158,42-430,51-545,161
6159,42-430,51-99999,35
6160,42-430,53-500,60
6161,42-430,53-99999,109
6162,42-430,55-376,202
6163,42-430,55-99999,270
6164,42-430,56-99999,17
6165,42-99999,11-47900,2
6166,42-99999,25-148,53
6167,42-99999,41-440,28
6168,42-99999,45-16700,102
6169,42-99999,45-273,321
6170,42-99999,45-99999,442
6171,42-99999,46-99999,141
6172,42-99999,47-314,231
6173,42-99999,47-368,242
6174,42-99999,47-400,401
6175,42-99999,47-99999,467
6176,42-99999,48-12420,75
6177,42-99999,48-13140,30
6178,42-99999,48-204,19
6179,42-99999,48-206,600
6180,42-99999,48-238,93
6181,42-99999,48-288,473
6182,42-99999,48-29700,156
6183,42-99999,48-41700,105
6184,42-99999,48-99999,534
6185,42-99999,49-482,228
6186,42-99999,49-99999,41
6187,42-99999,50-99999,317
6188,42-99999,51-40060,28
6189,42-99999,51-545,105
6190,42-99999,51-99999,257
6191,42-99999,53-500,210
6192,42-99999,53-99999,120
6193,42-99999,54-99999,74
6194,42-99999,55-376,422
6195,42-99999,55-99999,915
6196,42-99999,56-99999,53
6197,45-16700,11-47900,22
6198,45-16700,41-440,18
6199,45-16700,46-99999,22
6200,45-16700,47-314,9
6201,45-16700,47-368,52
6202,45-16700,47-400,103
6203,45-16700,47-99999,64
6204,45-16700,48-12420,11
6205,45-16700,48-13140,7
6206,45-16700,48-204,1
6207,45-16700,48-206,87
6208,45-16700,48-238,14
6209,45-16700,48-288,76
6210,45-16700,48-29700,16
6211,45-16700,48-41700,43
6212,45-16700,48-99999,68
6213,45-16700,49-482,19
6214,45-16700,49-99999,3
6215,45-16700,50-99999,11
6216,45-16700,51-40060,27
6217,45-16700,51-545,44
6218,45-16700,51-99999,30
6219,45-16700,53-500,41
6220,45-16700,53-99999,18
6221,45-16700,54-99999,51
6222,45-16700,55-376,54
6223,45-16700,55-99999,92
6224,45-16700,56-99999,5
6225,45-273,11-47900,50
6226,45-273,41-440,12
6227,45-273,46-99999,22
6228,45-273,47-368,72
6229,45-273,47-400,20
6230,45-273,47-99999,42
6231,45-273,48-12420,27
6232,45-273,48-13140,28
6233,45-273,48-204,6
6234,45-273,48-206,267
6235,45-273,48-238,88
6236,45-273,48-288,249
6237,45-273,48-29700,103
6238,45-273,48-41700,54
6239,45-273,48-99999,376
6240,45-273,49-482,75
6241,45-273,49-99999,16
6242,45-273,50-99999,64
6243,45-273,51-40060,38
6244,45-273,51-545,96
6245,45-273,51-99999,93
6246,45-273,53-500,45
6247,45-273,53-99999,47
6248,45-273,54-99999,52
6249,45-273,55-376,176
6250,45-273,55-99999,222
6251,45-273,56-99999,14
6252,45-99999,11-47900,87
6253,45-99999,41-440,16
6254,45-99999,46-99999,47
6255,45-99999,47-314,6
6256,45-99999,47-368,120
6257,45-99999,47-400,227
6258,45-99999,47-99999,199
6259,45-99999,48-12420,50
6260,45-99999,48-13140,16
6261,45-99999,48-204,19
6262,45-99999,48-206,263
6263,45-99999,48-238,39
6264,45-99999,48-288,216
6265,45-99999,48-29700,90
6266,45-99999,48-41700,72
6267,45-99999,48-99999,246
6268,45-99999,49-482,48
6269,45-99999,49-99999,8
6270,45-99999,50-99999,40
6271,45-99999,51-40060,21
6272,45-99999,51-545,45
6273,45-99999,51-99999,86
6274,45-99999,53-500,51
6275,45-99999,53-99999,33
6276,45-99999,54-99999,135
6277,45-99999,55-376,138
6278,45-99999,55-99999,251
6279,45-99999,56-99999,11
6280,46-99999,11-47900,15
6281,46-99999,41-440,9
6282,46-99999,47-314,15
6283,46-99999,47-368,25
6284,46-99999,47-400,39
6285,46-99999,47-99999,59
6286,46-99999,48-12420,23
6287,46-99999,48-13140,6
6288,46-99999,48-204,4
6289,46-99999,48-206,118
6290,46-99999,48-238,14
6291,46-99999,48-288,86
6292,46-99999,48-29700,15
6293,46-99999,48-41700,29
6294,46-99999,48-99999,159
6295,46-99999,49-482,102
6296,46-99999,49-99999,22
6297,46-99999,50-99999,18
6298,46-99999,51-40060,22
6299,46-99999,51-545,15
6300,46-99999,51-99999,56
6301,46-99999,53-500,73
6302,46-99999,53-99999,49
6303,46-99999,54-99999,30
6304,46-99999,55-376,107
6305,46-99999,55-99999,391
6306,46-99999,56-99999,63
6307,47-314,11-47900,34
6308,47-314,41-440,5
6309,47-314,47-368,37
6310,47-314,48-12420,22
6311,47-314,48-13140,7
6312,47-314,48-204,6
6313,47-314,48-206,206
6314,47-314,48-238,36
6315,47-314,48-288,121
6316,47-314,48-29700,26
6317,47-314,48-41700,52
6318,47-314,48-99999,136
6319,47-314,49-482,36
6320,47-314,49-99999,2
6321,47-314,50-99999,13
6322,47-314,51-40060,77
6323,47-314,51-545,67
6324,47-314,51-99999,21
6325,47-314,53-500,27
6326,47-314,53-99999,18
6327,47-314,54-99999,38
6328,47-314,55-376,82
6329,47-314,55-99999,136
6330,47-314,56-99999,9
6331,47-368,11-47900,38
6332,47-368,41-440,5
6333,47-368,48-12420,56
6334,47-368,48-13140,11
6335,47-368,48-204,18
6336,47-368,48-206,442
6337,47-368,48-238,52
6338,47-368,48-288,279
6339,47-368,48-29700,15
6340,47-368,48-41700,69
6341,47-368,48-99999,258
6342,47-368,49-482,47
6343,47-368,49-99999,3
6344,47-368,50-99999,22
6345,47-368,51-40060,21
6346,47-368,51-545,31
6347,47-368,51-99999,147
6348,47-368,53-500,56
6349,47-368,53-99999,27
6350,47-368,54-99999,77
6351,47-368,55-376,82
6352,47-368,55-99999,212
6353,47-368,56-99999,10
6354,47-400,11-47900,37
6355,47-400,41-440,10
6356,47-400,48-12420,41
6357,47-400,48-13140,20
6358,47-400,48-204,8
6359,47-400,48-206,403
6360,47-400,48-238,44
6361,47-400,48-288,216
6362,47-400,48-29700,58
6363,47-400,48-41700,111
6364,47-400,48-99999,314
6365,47-400,49-482,62
6366,47-400,49-99999,4
6367,47-400,50-99999,39
6368,47-400,51-40060,74
6369,47-400,51-545,50
6370,47-400,51-99999,236
6371,47-400,53-500,53
6372,47-400,53-99999,35
6373,47-400,54-99999,89
6374,47-400,55-376,160
6375,47-400,55-99999,246
6376,47-400,56-99999,15
6377,47-99999,11-47900,73
6378,47-99999,41-440,19
6379,47-99999,48-12420,32
6380,47-99999,48-13140,45
6381,47-99999,48-204,9
6382,47-99999,48-206,348
6383,47-99999,48-238,43
6384,47-99999,48-288,377
6385,47-99999,48-29700,131
6386,47-99999,48-41700,110
6387,47-99999,48-99999,454
6388,47-99999,49-482,87
6389,47-99999,49-99999,9
6390,47-99999,50-99999,80
6391,47-99999,51-40060,57
6392,47-99999,51-545,138
6393,47-99999,51-99999,193
6394,47-99999,53-500,82
6395,47-99999,53-99999,38
6396,47-99999,54-99999,114
6397,47-99999,55-376,222
6398,47-99999,55-99999,408
6399,47-99999,56-99999,42
6400,48-12420,11-47900,7
6401,48-12420,41-440,33
6402,48-12420,48-238,26
6403,48-12420,49-482,57
6404,48-12420,49-99999,10
6405,48-12420,50-99999,8
6406,48-12420,51-40060,12
6407,48-12420,51-545,13
6408,48-12420,51-99999,30
6409,48-12420,53-500,54
6410,48-12420,53-99999,28
6411,48-12420,54-99999,17
6412,48-12420,55-376,37
6413,48-12420,55-99999,70
6414,48-12420,56-99999,7
6415,48-13140,11-47900,5
6416,48-13140,41-440,2
6417,48-13140,48-238,4
6418,48-13140,48-29700,8
6419,48-13140,49-482,7
6420,48-13140,49-99999,1
6421,48-13140,50-99999,7
6422,48-13140,51-40060,8
6423,48-13140,51-545,7
6424,48-13140,51-99999,8
6425,48-13140,53-500,7
6426,48-13140,53-99999,6
6427,48-13140,54-99999,14
6428,48-13140,55-376,17
6429,48-13140,55-99999,24
6430,48-13140,56-99999,1
6431,48-204,11-47900,1
6432,48-204,41-440,1
6433,48-204,48-206,167
6434,48-204,48-238,8
6435,48-204,49-482,4
6436,48-204,49-99999,2
6437,48-204,50-99999,3
6438,48-204,51-40060,1
6439,48-204,51-545,7
6440,48-204,51-99999,6
6441,48-204,53-500,8
6442,48-204,53-99999,5
6443,48-204,54-99999,16
6444,48-204,55-376,22
6445,48-204,55-99999,12
6446,48-206,11-47900,96
6447,48-206,41-440,83
6448,48-206,48-238,355
6449,48-206,48-29700,208
6450,48-206,49-482,302
6451,48-206,49-99999,69
6452,48-206,50-99999,63
6453,48-206,51-40060,182
6454,48-206,51-545,159
6455,48-206,51-99999,289
6456,48-206,53-500,341
6457,48-206,53-99999,138
6458,48-206,54-99999,160
6459,48-206,55-376,368
6460,48-206,55-99999,598
6461,48-206,56-99999,86
6462,48-238,11-47900,10
6463,48-238,41-440,4
6464,48-238,48-288,159
6465,48-238,48-29700,189
6466,48-238,48-41700,100
6467,48-238,49-482,57
6468,48-238,49-99999,7
6469,48-238,50-99999,58
6470,48-238,51-40060,13
6471,48-238,51-545,17
6472,48-238,51-99999,43
6473,48-238,53-500,59
6474,48-238,53-99999,10
6475,48-238,54-99999,13
6476,48-238,55-376,109
6477,48-238,55-99999,73
6478,48-238,56-99999,14
6479,48-288,11-47900,41
6480,48-288,41-440,33
6481,48-288,49-482,173
6482,48-288,49-99999,94
6483,48-288,50-99999,49
6484,48-288,51-40060,66
6485,48-288,51-545,115
6486,48-288,51-99999,248
6487,48-288,53-500,184
6488,48-288,53-99999,131
6489,48-288,54-99999,200
6490,48-288,55-376,277
6491,48-288,55-99999,394
6492,48-288,56-99999,160
6493,48-29700,11-47900,2
6494,48-29700,41-440,12
6495,48-29700,49-482,21
6496,48-29700,49-99999,3
6497,48-29700,50-99999,29
6498,48-29700,51-40060,7
6499,48-29700,51-545,12
6500,48-29700,51-99999,56
6501,48-29700,53-500,11
6502,48-29700,53-99999,13
6503,48-29700,54-99999,28
6504,48-29700,55-376,102
6505,48-29700,55-99999,128
6506,48-29700,56-99999,1
6507,48-41700,11-47900,14
6508,48-41700,41-440,11
6509,48-41700,49-482,47
6510,48-41700,49-99999,13
6511,48-41700,50-99999,15
6512,48-41700,51-40060,36
6513,48-41700,51-545,21
6514,48-41700,51-99999,51
6515,48-41700,53-500,45
6516,48-41700,53-99999,26
6517,48-41700,54-99999,39
6518,48-41700,55-376,94
6519,48-41700,55-99999,122
6520,48-41700,56-99999,9
6521,48-99999,11-47900,72
6522,48-99999,41-440,33
6523,48-99999,49-482,221
6524,48-99999,49-99999,113
6525,48-99999,50-99999,103
6526,48-99999,51-40060,75
6527,48-99999,51-545,125
6528,48-99999,51-99999,321
6529,48-99999,53-500,146
6530,48-99999,53-99999,95
6531,48-99999,54-99999,148
6532,48-99999,55-376,299
6533,48-99999,55-99999,645
6534,48-99999,56-99999,105
6535,49-482,11-47900,36
6536,49-482,41-440,75
6537,49-482,50-99999,19
6538,49-482,51-40060,27
6539,49-482,51-545,32
6540,49-482,51-99999,107
6541,49-482,53-500,435
6542,49-482,53-99999,318
6543,49-482,54-99999,30
6544,49-482,55-376,129
6545,49-482,55-99999,214
6546,49-482,56-99999,295
6547,49-99999,11-47900,2
6548,49-99999,41-440,18
6549,49-99999,50-99999,7
6550,49-99999,51-40060,1
6551,49-99999,51-545,2
6552,49-99999,51-99999,20
6553,49-99999,53-500,105
6554,49-99999,53-99999,78
6555,49-99999,54-99999,14
6556,49-99999,55-376,11
6557,49-99999,55-99999,53
6558,49-99999,56-99999,48
6559,50-99999,11-47900,32
6560,50-99999,41-440,9
6561,50-99999,51-40060,39
6562,50-99999,51-545,47
6563,50-99999,51-99999,123
6564,50-99999,53-500,34
6565,50-99999,53-99999,26
6566,50-99999,54-99999,54
6567,50-99999,55-376,93
6568,50-99999,55-99999,136
6569,50-99999,56-99999,5
6570,51-40060,41-440,8
6571,51-40060,53-500,61
6572,51-40060,53-99999,19
6573,51-40060,54-99999,40
6574,51-40060,55-376,83
6575,51-40060,55-99999,104
6576,51-40060,56-99999,8
6577,51-545,41-440,9
6578,51-545,53-500,98
6579,51-545,53-99999,25
6580,51-545,54-99999,109
6581,51-545,55-376,84
6582,51-545,55-99999,144
6583,51-545,56-99999,10
6584,51-99999,41-440,12
6585,51-99999,53-500,70
6586,51-99999,53-99999,48
6587,51-99999,54-99999,11
6588,51-99999,55-376,143
6589,51-99999,55-99999,304
6590,51-99999,56-99999,35
6591,53-500,54-99999,27
6592,53-500,55-376,110
6593,53-500,55-99999,237
6594,53-500,56-99999,55
6595,53-99999,54-99999,30
6596,53-99999,55-376,97
6597,53-99999,55-99999,168
6598,53-99999,56-99999,63
6599,54-99999,55-376,72
6600,54-99999,55-99999,144
6601,54-99999,56-99999,20
6602,55-376,56-99999,14
6603,55-99999,56-99999,49
